Word,ABBR,pronunciation,Meaning
پرستش ,ا, پَ- تِ, پَرړۉݩ-نَمَچ نَمَچ- وَۍپا نَمۉݩ- کۉݩ ښه وَۍپا نَمۉݩ-عبادت ایچۉݩ. | نَمَچ نَمَچ naməč naməč– عبادت - پرستش. در نورستان قبل ازاسلام درهنگام اهدای قربانی برای ارباب الانواع و یا درهنگام پرستش آنها- کلمه نَمَچ نَمَچ به تکرار گفته می شد. مناسب میدانم که برای کلمه پرستش و احترام- کلمه نَمَچ نَمَچ به کار برده شود.
پرستشگاه ,ص, پَ- تِ, وَۍپا نَمۉݩ ټاو- نَمَچ اما- جؤمات-کلیسا- مَندر. نؤشتاري کلښاݩ به یمرای تاݩ- ترَسکْن تاݩ- کۉمڙ تاݩ- دِې تاݩ- کښؤ تاݩ اوړیت.
پرستنده ,ص- فا, پَ- تِ, وَۍپا نَمله- وَۍپا نَملي (مو)-عبادت ایچَله- عبادت ایچَله(مو).
پرس و پال ,ص- ق, پُ, نیښټ پۉښټ.
پرسش ,ا, پُ- سِ, کؤدوَن. | کؤدوَن küdwn- سوال.
پرسشنامه ,ا, پُ- سِ, کؤدوَن چي- کؤدۇݩ به چي- سی چي ته تَشو که کؤدوَن چیترې شته اوت.
پرستو ,ا, پَ- رَ, مَچېک-اېک نینگڅو به نام او.
پرستیدن ,مص, پَ, کۉݩ ښه وَۍپانَمۉݩ-اِی کۉݩ ښه کوي ایچۉݩ-عبادت ایچۉݩ-کۉݩ ښه نَمَچ نَمَچ ایچۉݩ.
پرستیژ ,ص- انگ, پَ- رَ, اعتبار- حیثیت- وقار.
پرسنده ,ص- فا, پُ- سِ, کؤدوَله- کؤدوَله جن- سی جن ته کؤدېاس.
پرکار ,ص- ق, پُ, امتره کوي ایچَله- وَشَمه کوي ایچَله- کوي که نه کسرَله- گتَره نه باله.
پرسوز ,ص, پُ- سُ, دِیج ایچَله- ڇو وَشَمه دېوله بۊ ته- تچاست.
پرسوز ,ص, پَ, پَڅْن- پَڅۉݩ.
پرسوز کردن ,مص, پَ, پَڅۉݩ. مراټ ښا به ښېي کؤر پَڅۉݩ.
پرسوز و گذاز ,ص, پُ- گُ, څوڙݩویناش- شْڙ پْڙ- وَشَمه دېوَله بۊ ته نېمیچه جن به څؤڅنگۉݩ ښه تچاست.
پرسونل ,ص- انگ,, اېک اِدارو که کویدؤم ایچَله- اِدارو به کویگر-اِدارو که کویگر.
پرسه ,ص, پَ, اَدرېݩ کرکۉݩ- أدؤدر- اوۋ کرکۉݩ.
پرسیدن ,مص, پُ- سِ, کؤدۇݩ- کي جن کس کؤدۇݩ.
پرش ,ا, پَ- رِ, اپراشت تیۉݩ- اپراشتې چؤوُݩ-اپراشتې اوشتۉݩ.
پرشاخ و برگ ,ص, پُ- بَ, وَشَمه څاودام- ی پوټ اوده جَلو ښه تچاست.
پرشتاب ,ص, پُ- شِ, سَنسَنیک- زرزؤرؤ ایچۉݩ-شۉݩ شۉݩ تِي-أپتار-أپتارې ایچۉݩ-اؤپړېݩ سَنۉݩ.
پرشدن ,مص, پُ, پَربۉݩ-څَلپیک بۉݩ- أگله اېشت اوي ډَنگۉݩ.
پرشرر ,ص, پُ- شَ, جیباک اوده. مثلاً أڙݩ به جیباک پْرؤ.
پرشرم ,ص, پُ- شَ, لَجَله سته- لَج اوده- وَشَمه لَجَله سته.
پرشر و شور ,ص, پُ- شَ, وَشَمه ڇا باس اوده- اړاړؤ اوده- دَمجال اوده- ږڙ ڇاباس اوده.
پرشکسته ,ص, پَ- شِ- کَ, درَمال ښپاݩ گوسته. اصطلاح که اۉسَلي- دوشت کوڅ بۊ منښ ښه تچاست.
پرشور ,ص, پُ, وَشَمه ڇاباس اوده- وَشَمه ڇاباس ایچَله.
پرطمع ,ص, پُ- طَ, وَشَمه آښ اوده-کس پْرتوړیم ته بَتله سته.
پرغرور ,ص, پُ- غُ, اۊله واک- اېݩ پرؤ کي نه اوت بَتله.
پرغصه,ص, پُ- غُ, ڇْتَکې مۉښ- ڇْتَکې ویش.اصطلاح که ویش کڙݩ- تچاست.
پرفسون ,ص, پُ- فُ, دْرۉۋټه- ڇْتَکې دْرۉ.
پرکار ,ص, پُ, وَشَمه کوي ایچَله - نه نیشله-بېتات کښله-سی ته اوېښ کوي ایچاس. 
پرک دې ,ا, پْ- رَ- دِ, نؤشتره نورستان که اېک دِې(رب النوع) به نام اوړي. تَشو ږُنچیگل- وَیگل- څاݩ مَۍ به مجبي پَرړياسئت. (فرهنگ نورستاني (کلښه الا)-ج ا-ص ۶۰۷)
پرکردن ,مص, پُ, پَرۉݩ- باڼي پَرۉݩ- باڼي به أگله اېشت پَرۉݩ- ټؤکه ټؤک ایچۉݩ.
پرکرشمه ,ص- مو, پُ- رِ, بېست ایچلي- بَشویلي- ڇْتَکې بېست- ڇْتَکې بَشاو.
پرگداز ,ص, پُ- گُ, زو دِېج باله-څؤڅنگۉݩ.
پرگستردن ,مص, پَ- گُ- تَ, پَټَۍ ویسَوُݩ- پَټَۍ ویشتي ایچۉݩ. | ویسَۇݩ wisəw̃- فراخ نمودن - گستردن.
پرگفتن ,مص, پُ, ږڙ مېله ایچۉݩ- وَشَمه مېله ایچۉݩ.
پرگوشت ,ص, پُ, ارۉگه- کرټَه- اَنه دَپه- وَشَمه انا اوده.
پرگیاه ,ص, پُ- گِ, یۉس اوده- وَشَمه یۉس اوده.
پرلاف ,ص, پُ, وَشَمه ایشتاݩ ایچَله.
پرمایه ,ص, پُ, اوده-أدوشت اوده-امتَره مال اوده- وَشَمه اوشتیک نیشیک اوده.
پرميوه ,ص, پُ, امترَه اَله پَله اوده.
پرنخوت ,ص, پُ- نُ- وَ, اۊله واک- ایمه ټَک کي نه اوت بَتلَه- کِبر اوده.
پرنده ,ا, پَ, پَټَۍ اوده- اپراشتی چؤوَله- نینگڅه.
پرنسیپ ,ا- انگ,, چار- چاروېښ- ایچۉݩ به وېښ-قاعده- طریقه.
پرنم ,ص, پُ- نَ, مِې اوده- ڇْتَکې مِې.
پرنور ,ص, پُ- نُ, ویاݩس اوده- امترَه ویاݩس اوده.
پرنیان ,ا, پَ, اېرښؤم
پروا ,ا, پَ- رْ, ایتیک ویدۉݩ- دوشت دَمۉݩ- جیپ دَمۉݩ- جیک ایچۉݩ- دۊښټۊک کۊݩشتۊک زڙݩۉݩ. اِعتِنا.
پروا دار ,ص- ق,, مؤک ایچله-پَروا اوده- لحاظ ایچَله. | مؤک ایچله (ص فا) mük ičələ- لحاظ کننده-لحاظ دار.
پروان ,ا,, افغانستان به اېک ولایت به نام او. سې کابل به شمال که او. تَشو به مرکز به نام چاریکار وڙ.
پرواز ,ا, پَ, اپراشت تیۉݩ- اپراشتې چؤوُݩ-اپراشتې اوشتۉݩ.
پروانه ,ا,, گدي وَمېک.
پروبال ,ا, پَ, پَټَۍ- ی دْرَمال.
پروپاگند ,ا- انگ,, مېله اوي تیۇݩ-نه اوړي مېله اوي تیۇݩ- کي جن به بوسته اگلاو مَترۉݩ- کي جن به ابره اگلاو مَترۉݩ. 
پروتستانت ,ا- انگ, پْ- تِ, عیسوی دین اؤجَۇݩ به پَتڙ. عیسوی دین به تری چپاݩ کنې اېک گي پروتِستانت او. سْکَه مذهب به دۊښټۊک لۉتر نام اوده منښ اوړي. اکه تچاست ته عیسوي منښ خدای که مسئول او- کلیسا که مسئول نه او.| اؤجَۇݩ üjəw̃– اصلاح کردن- تنظیم کردن- راست نمودن.
پروراندن ,مص, پَ- وَ, سَمَټۉݩ- کڅۉݩ.
پروردگار ,ا, پَ- وَ- دْ, سَمَټلَه- سی ته سَمَټیاس.اِي باښ اللّه تعالی ښه تچاݩ گېاس.
پروردگان,ص, [پَ- وَ, سَمَټي شته.
پروردن ,مص, پَ- وَ, سَمَټۉݩ- کڅۉݩ.
پرورش ,ا, پَ- وَ- رِ, سَمَټۉݩ- اۊۋ آو پْری سَمَټۉݩ.
پرورنده ,ص- فا, پَ- وَ- رِ, سَمَټلَه- کڅَلَه.
پروریدن ,مص, پَ- وَ, سَمَټۉݩ- کڅۉݩ.
پر وزن ,ص, پُ- وَ, گاݩله- ارۉگه.
پروژه ,ا- انگ, پْ, اېک کوي أنَشت نَشۉݩ به پلان یا نقشه.
پروستات ,ا- انگ,, اۉړتاݩ به مَثانو که الاس بېر اڅله ټاو اېک وَشتوک گروټیک به نام او. سی اۊله بۊ ته- الاس اِی پارېݩ نه اېاس.| گروټیک grawṭik– غُده.
پروگرام ,ا- انگ,,کویدؤم به سَزباز- کویدؤم پېگۉرۉݩ به بینن- کویدؤم ښه نؤشت بینن- کویدؤم پېگۉرۉݩ به اېښ وېښ.
پرولتاریا,ا- انگ,, بېتات کښَله- بېتات کښَلاݩ به چَپه- کویگر چَپه.
پرولتر ,ص- انگ,, بېتات کښَله- کویگر.
پرویز ,ا, پَ- وِ,جینَوَلَه- فاتح.
پروین ,ا, پَ, کیتي پول تره اوت تېݩس کنی ښؤ پول وڙاݩ گېاست. يومه تَشو ښه بۊل تچاست.
پرهنر ,ص- فا, پُ- هُ- نَ, کَره - اَره کَره سته- کَره منښ- اۊچؤ کوي بَړله منښ- ښه تچاست.
پرهوس ,ص, پُ- هَ- وَ, وَشَمه اَي اوده- شۉݩ شۉݩ- کسؤ وَرښه نه زڙݩله. اصطلاح که سکه داسته منښ ښه شۉݩ شۉݩ- تچاست.
پرهیز ,ص, پَ- هِ,جیت سؤدؤ دَمۉݩ- جیت که ابره سَلَلَه ټؤک نه یۉݩ- ښه تچاست.
پرهیزانه ,ا- ص, پَ, نېمیچه منښ یۉݩ کان.
پرهیز جستن ,مص, پَ- هِ- جُ, جیت که ابره سَلَلَه ټؤک نه یۉݩ.
پرهیزکار ,ص, پَ, ابره کوي نه اوده- بوسته که وَۍپا نَملَه.
پرهیزکردن ,مص, پَ, جیت که ابره سَلَلَه ټؤک نه یۉݩ-ابره کوي که سؤدؤ تیۉݩ.
پری ,ا- مو, پَ, سُوچي.تې أدا تیلي ته امْتره گڙ اودي اوت.
پری پیکر ,ص- مو, پَ- پَ, سُؤچي پْرؤ جیت اودي- سُؤچي پْرؤ آډ اودي.
پرېج ,ا,پْ- جْ, پېج گول به نؤشتره نام او.نؤشتره کلښه پېچ گول ښه پْرېج تَچله اوت.پَتم پْرېج به نام پېج- پېچ بۊ. سْکه گول که نؤشتره اوشتیک نیشیک اوده پْرېج وْڙݩ مَجبي اوړیت.تېݩس که پتم سَتَره – ی-ستراݩ که پتم اوگان چیراو استه اوت. اېک مېله تچېشته اوت:  کښتؤن چورټاو- پرېجگل واس ټاو. (فرهنگ کلښه الا-ج ۱-ص۶۲۹)
پرېج وڙݩ ,ا, پْ- وْ, پېج گول که نؤشتره اوشتیک نیشیک اوداݩ به نام او. تېݩس که پَتم ستره آسته اوت.اېک بَتن که اېاس ته سَتره دِي پْرېج وْڙݩ اوت. اوگان پېج گول که پَتم چیراو بیلام ندي که وِېتَري آسته اوت.صافي گولي گندهارا که اوشتیک نیشیک اوده اوت.اکه دِي نؤشت کافِر اوړیت. نؤشتپرېن نیمچه مسلمان بؤت- پَتم گي مسلمان کاټ بۊ ښه- مسلمان بۊسته اوت. اکاݩ ښه کفر که ڇتَه بۊت که صافي تچېشته اوت. (جورج بیلیو-نژاد های افغانستان- موک- ۸۰)
پرېجنوي ,ا, پْ- جْ, پرېج به سَنوي-پرېج به ندي به نام وڙ-کلښه پْرېج به نَدي ښه پْرېجنوي تچاست. پرېج گول ښه اېم پېچ تچاست. | سَنوي sanui– رود- دریا.
پریچهر-پری چهره ,ص- مو, پَ- چِ, سُؤچي پْرؤ مؤک چام اودي- سُؤچي پْرؤ گڙ اودي.
پریدن ,مص, پَ, اپراشتې اوشتۉݩ- اپراشتې چُؤوُݩ.
پریروز ,ق- ز, پَ, نؤترېم- دۉس نَۍ نؤشتم واس.
پریزاد ,ص, پَ, سُؤچي به اۉپۉجي شته- سُؤچي اۉپۉجې شته- سُوچي اۉپۉجې شتي (مو)- سُؤچي به.
پریشان ,ا, پْ, أپَرتَه- سرؤپ باز- اترلېک- ږۉڇَڇاني اوده- چیتان اوده.| أپَرتَه a-partə– به دیگر روی- برای بد وخراب بودن وضع صحی مریض استعمال می شود. | أپرتَه بوسته او- یعنی وضع صحی اش خراب است.
پریشان حالی ,ص, پَ,سْرؤپ باز بۉݩ- اترلیک بۉݩ-ږۉلۍ.
پریشان شدن ,مص, پَ,أپْرتَه بۉݩ- اترلېک بۉݩ.
پریشان کردن ,مص, پَ, ږۉ ڇَڇَوُݩ- ټَبَۇݩ- سْرؤپ باز کرَۇݩ-ږۉلۍ کرۇݩ.
پریشب ,ق- ز, پَ, نؤترېم اوزه-نؤترېم ږات.
پريښ ,ا, پَ, نؤشتره کلښه اسمار دېشه سکه نام میلي زڙݩاسئت. عبدالرحمن خان به گېړي که حکومت به مرکز سېوۋ اوړي.
پريوار ,ص- مو, پَ, سُؤچي پْرؤ.
پريوش ,ص- مو, پَ- وَ, سُؤچي پْرؤ- سُؤچي پْرؤشتي(مو).
پژمان ,ص, پَ, اَترلېک- أسؤ اوده- چیتان اوده.
پژمرده ,ا- ص, پَ- مُ, جۉگله- اۉلَمي شته.
پژمرده شدن ,مص, پَ- مُ, جۉگلۉݩ-جیجله بۉݩ- جیت به جیجله بۉݩ. پؤش جۉگلي سَت بۉݩ.جیت به اۉلَمۉݩ ښه تچاست.
پژواک ,ا, پَ, ڇا به اۉݩکۉݩ- أدا- و ڇا کاښئ ته سی ڇا اۉݩکي اېاس- تَشو ښه تچاست.
پژوهش ,ا, پَ- هِ, تڙۉݩ- کَۍکۉچ- کَۍکۉچ که تڙۉݩ- کس لَوُݩ کتي کرکر تیۉݩ- کتاب اېڇَه ایچۉݩ-کي جن کؤدَۇݩ. تحقیق.
پژوهیدن,مص,پَ, کَۍکۉچ ایچۉݩ - اِی کس لَوُݩ کتي تڙتڙ تيوݩ. | تڙتڙtř tř - تلاش- کوشش- پْرس و پال.
پژوهشگر ,مص, پَ- هِ, کَۍ کۉچ ایچَله- لَۇݩ کتي تڙتڙ تیله- لَۇݩ کتي چام چام تیله. مُحقِق. | چام چام تیۉݩ čām čām tiũ– سعی کردن- تلاش کردن- جهد کردن.
پس ,ق, پَ, گیري-سېمدي. مثلاً:  گیري آ - باز آمد. گیري گو- باز رفت.و یا:  سېمدی مېله نه جؤکي- پس معامله صورت نګرفت.
پس آب ,ص,, نيۋلاݩ. سی آو ته اُۊۋ کټي گډؤ پۊلې نيۋلاݩ نَشاست- لؤټې لَتري به نيۋلاݩ- لؤټې لَتري به پؤلې آو. | گډؤ gaḍü– نام ظرف چوبی است که در گذشته برای پختن نان در آن آرد را تر می نمودند.‌‌‌
پسا پیش ,ق, پَ- پِ, نؤشتاري پَتاري- نؤشتاریک پَتاریک بي.
پس افت ,ا, پَ- اُ, پَته دَرۉݩ- سِی دَني ته گېړي میلي پْرتَه سته نه او.
پس افتادن ,مص, پَ- اُ, پَته دَرۉݩ- پَته اۉݩ.
پس انداختن ,مص,, پَته نَشۉݩ- کوي پَته نَشۉݩ.
پس انداز ,ا- ض,," پېدري شته-پېدرۇݩ- پَته دَریشته- اترې دَریشته- اترڅله پړاو تَۇݩ- اترڅله نه نَشۉݩ- اترڅله سُۊتَۇݩ. | اترڅله- اتراڅله atr acələ, atr cələ - عاِید-عواِید-درآمد."
 پس انداز کردن ,مص,, پېدرۇݩ-پَته دَرَۇݩ- اترړَۇݩ - اترې دَرَۇݩ- اترڅله پَړاو تَۇݩ- اترڅله نه نَشۉݩ.
پس پریروز ,ق- ز,, نؤچټم- اۊنؤ کنی دؤ پِې گوت واس.
پس پشت ,ق, پَ- پُ, پَته کڙݩ-چؤن اؤچې.
پست ,ص, پَ, تَوَرَه- تَوَرَه ستوک- نیمه- نیمه ستوک.آډ به تَوَرَه مِېڅېن ښه تچاست. | نیمه nimə– پخش-کوتاه.
پست ,ص, پَ, ابرَه منښ- ابرَه کویدؤم اودو ښه تچاست.
پست ,ا, پُ, خط کۍ کس لَتري اِی ټاو-ی اؤرنگه ټاو گورۉݩ ښه تچاست.
پستان ,ا, پِ, چؤچؤ- چؤچؤ مؤټ.
پستان حیوانات چهارپا,ا, پِ, اۉڙ.
پستاندار ,ا- ص, پِ, چؤچؤ اوده. تِی پؤک اوداݩ ښه تچاست ته-تِې زِېته تېݩس به اوپۉجیشتاݩ زور پیوېاست.
پستچي ,ص, پُ, خط گوراله- خط اوَلَه منښ.
پس ترک ,ق- ز, پَ- رَ, پَتم-اېڅکوک پَتم- پَتَمَکې.
پس رفته ,ص,,پِېچۉټَه- زو نه اوده.
پست شدن ,مص,, ښېي بوری اۉݩ- أدؤسه بۉݩ- أدوشت دَري بۉݩ- دوشت کوڅ بۉݩ.
پست شمردن ,مص, پَ- شُ- مُ, نه ڇؤمَوُݩ- نه اوړي که دَمۉݩ- أدؤسه زڙݩۉݩ- اچېݩ که نه اوُݩ.
پست فطرت ,ص, پَ- فِ, أدؤسه- درۉۋټه- اڅپه.
پست کردن ,مص, پَ, اۉنَشۉݩ- کؤر کۊۋ ایچۉݩ- اسَه ټاݩوۋ نِیشَوُݩ.
پسته ,ا, پِ, اېک اَله پَلو به نام او.سی افغانستان به شمالي-شمال غربي ولایات که بیاس. تَشو به جَله سَوېر جَلو به پْرؤسته او.
پس خانه ,ا,, چؤماک(چؤن اماک)- اما که اترم کڙݩ وَشتوک اما- ښه تچاست.
پس خورده ,ص,, لَسې اوناو- يِې دَري کان- دَریشته کان. | اوناوonāw - مواد غذایی - مواد خوراکه. | کان kān– غذا.
پس دادن ,مص,, پْرۉݩ- کۉݩ که وېکوڙݩ لَتری پْرۉݩ.
پس دوز ,ص,, ادچام کۍ ادچام کڙ پَته ارۉړاو شؤوُݩ.
پسر ,ا, پِ, پُؤتر- زَگه-دَبله. اۉړته کوڙ- ښه تچاست.
پسربچه ,ا, پِ- بَ, اجا بالغ نه بۊسته دَبله. اصطلاح که اوي نېسلوک-ښه تچاست.
پسر خاله ,ص, پِ, اِېي اؤتْر. دختر خاله- اِېي جؤ.
پسرخوانده ,ص, پِ, زَگه دامي شته.
پسرماما ,ص, پِ, مۊل اؤتْر- مۊل به اۉپۉجي شته اۉړته کوڙ. دختر ماما- مۊل جؤ.
پسرمرده (پدر) ,ص, پِ- مُ, پؤتْر مْڼه- سی اوړته ته تَشو به پؤتْر موڙسته او.
پسرمرده (مادر) , ص, پِ- مُ, پؤتْر مْڼي-سِی مۊشي ته تَشو به پؤتْر موڙسته وڙ.
پس رفتن ,مص,, کرکي چؤۇݩ.
پس پس رفتن ,مص,, پَته سْریکې اۉݩ- پَته سْریکې چؤۇݩ.
پس رفته ,ص,,پېچؤټه- اپه زو- اپه زو سته- لَجَله سته.
پسرک ,ص, پِ- رَ, دَبلوک.
پس زدن ,مص,, پَته نَشۉݩ- وېپه سکَوُݩ- کسؤ که اؤتلاو اوړی شته پېسکَوُݩ.
پس فردا ,ق- ز, پَ- فَ, اترڙ- جېمیکی نَۍ اترڙ.
پس فردا شب ,ق- ز,, اترڙ اوزېݩ- اترڙ ږات.
پس فرستادن ,مص, پَ- فِ- دَ, کۉݩ که وېکوڙݩ لَتری تَشو به مَلوُ ښه ښَچۉݩ. | مَلوه malwə– صاحب- مالک.
پس کردن ,مص,, پېسکَوُݩ.
پس کشیدن ,مص,, بېرښَوُݩ.
پس کوچه ,ا,, دؤدْر- چېم به دؤدْر.
پس گردنی ,مص,, کۉسِی وار چَپالې ويوݩ ښه- تچاست.
پس گرفتن ,مص, پ- رِ, کي پرتَه سته وېچۉݩ- گیري دَمۉݩ.
پس ماندن ,مص,, پَته دَرۉݩ- کؤر چۉ که -کوي که - سباک که- پَته درۉݩ . اصطلاح که گي پَته سْکۉݩ تچاست. اي باښ سَکان دي او.
